"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-04","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v104272996","13.1","1365","D","","","0"
"2023-07","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v104272996","13.1","1180","C","","","0"
"2022-07","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v104272997","13.3","21780","B","","","0"
"2022-10","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v104272997","13.3","21775","B","","","0"
"2023-01","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v104272997","13.3","22045","A","","","0"
"2023-04","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v104272997","13.3","22070","A","","","0"
"2023-07","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v104272997","13.3","22565","A","","","0"
"2022-07","Northwest Territories","2016A000261","Job vacancy rate","Percentage","242","units","0","v104272998","13.4","7.7","D","","","1"
"2022-10","Northwest Territories","2016A000261","Job vacancy rate","Percentage","242","units","0","v104272998","13.4","6.5","D","","","1"
"2023-01","Northwest Territories","2016A000261","Job vacancy rate","Percentage","242","units","0","v104272998","13.4","6.0","C","","","1"
"2023-04","Northwest Territories","2016A000261","Job vacancy rate","Percentage","242","units","0","v104272998","13.4","5.8","C","","","1"
"2023-07","Northwest Territories","2016A000261","Job vacancy rate","Percentage","242","units","0","v104272998","13.4","5.0","C","","","1"
"2022-07","Northwest Territories","2016A000261","Average offered hourly wage","Dollars","81","units","0","v104272999","13.5","31.15","C","","","2"
"2022-10","Northwest Territories","2016A000261","Average offered hourly wage","Dollars","81","units","0","v104272999","13.5","32.70","C","","","2"
"2023-01","Northwest Territories","2016A000261","Average offered hourly wage","Dollars","81","units","0","v104272999","13.5","36.50","B","","","2"
"2023-04","Northwest Territories","2016A000261","Average offered hourly wage","Dollars","81","units","0","v104272999","13.5","34.35","A","","","2"
"2023-07","Northwest Territories","2016A000261","Average offered hourly wage","Dollars","81","units","0","v104272999","13.5","35.65","B","","","2"
"2022-07","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v104273004","14.1","405","C","","","0"
"2022-10","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v104273004","14.1","530","C","","","0"
"2023-01","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v104273004","14.1","640","C","","","0"
"2023-04","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v104273004","14.1","700","C","","","0"
"2023-07","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v104273004","14.1","600","D","","","0"
"2022-07","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v104273005","14.3","15315","A","","","0"
"2022-10","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v104273005","14.3","15980","A","","","0"
"2023-01","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v104273005","14.3","15690","A","","","0"
"2023-04","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v104273005","14.3","15890","A","","","0"
"2023-07","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v104273005","14.3","16370","A","","","0"
"2022-07","Nunavut","2016A000262","Job vacancy rate","Percentage","242","units","0","v104273006","14.4","2.6","C","","","1"
"2022-10","Nunavut","2016A000262","Job vacancy rate","Percentage","242","units","0","v104273006","14.4","3.2","C","","","1"
"2023-01","Nunavut","2016A000262","Job vacancy rate","Percentage","242","units","0","v104273006","14.4","3.9","C","","","1"
"2023-04","Nunavut","2016A000262","Job vacancy rate","Percentage","242","units","0","v104273006","14.4","4.2","C","","","1"
"2023-07","Nunavut","2016A000262","Job vacancy rate","Percentage","242","units","0","v104273006","14.4","3.5","D","","","1"
"2022-07","Nunavut","2016A000262","Average offered hourly wage","Dollars","81","units","0","v104273007","14.5","35.15","A","","","2"
"2022-10","Nunavut","2016A000262","Average offered hourly wage","Dollars","81","units","0","v104273007","14.5","34.25","A","","","2"
"2023-01","Nunavut","2016A000262","Average offered hourly wage","Dollars","81","units","0","v104273007","14.5","36.70","A","","","2"
"2023-04","Nunavut","2016A000262","Average offered hourly wage","Dollars","81","units","0","v104273007","14.5","30.35","A","","","2"
"2023-07","Nunavut","2016A000262","Average offered hourly wage","Dollars","81","units","0","v104273007","14.5","31.55","B","","","2"


